date,obama_sentiment,obama_frequency,obama_date,trump_sentiment,trump_frequency,trump_date,,,
1/02/2012,0.14,5,1/02/2012,,,,,,
2/02/2012,0.017045455,4,2/02/2012,,,,,,
3/02/2012,0.056087662,7,3/02/2012,,,,,,
4/02/2012,0.125,2,4/02/2012,,,,,,
5/02/2012,0.066666667,1,5/02/2012,,,,,,
6/02/2012,0.034090909,4,6/02/2012,,,,,,
7/02/2012,0.13219697,4,7/02/2012,,,,,,
8/02/2012,0,2,8/02/2012,,,,,,
9/02/2012,0.094649621,4,9/02/2012,,,,,,
10/02/2012,0.088888889,9,10/02/2012,,,,,,
11/02/2012,0,3,11/02/2012,,,,,,
12/02/2012,0,1,12/02/2012,,,,,,
13/02/2012,0.046590909,4,13/02/2012,,,,,,
14/02/2012,0.150578704,4,14/02/2012,,,,,,
15/02/2012,0.127272727,9,15/02/2012,,,,,,
16/02/2012,0.2,8,16/02/2012,,,,,,
17/02/2012,0.064583333,8,17/02/2012,,,,,,
18/02/2012,0.066666667,2,18/02/2012,,,,,,
20/02/2012,0.225,4,20/02/2012,,,,,,
21/02/2012,0.102777778,3,21/02/2012,,,,,,
22/02/2012,0.221666667,5,22/02/2012,,,,,,
23/02/2012,0.122177329,9,23/02/2012,,,,,,
24/02/2012,0.136363636,1,24/02/2012,,,,,,
25/02/2012,0.15,3,25/02/2012,,,,,,
27/02/2012,0.0625,4,27/02/2012,,,,,,
28/02/2012,0.01030303,5,28/02/2012,,,,,,
29/02/2012,0.009375,4,29/02/2012,,,,,,
1/03/2012,-0.043452381,4,1/03/2012,,,,,,
2/03/2012,0.198653199,6,2/03/2012,,,,,,
3/03/2012,0.175,4,3/03/2012,,,,,,
4/03/2012,0.073611111,2,4/03/2012,,,,,,
5/03/2012,0.210025253,5,5/03/2012,,,,,,
6/03/2012,0.071875,4,6/03/2012,,,,,,
7/03/2012,0.35,3,7/03/2012,,,,,,
8/03/2012,0.272853535,6,8/03/2012,,,,,,
9/03/2012,0.11969697,3,9/03/2012,,,,,,
10/03/2012,0.130952381,3,10/03/2012,,,,,,
11/03/2012,0.054166667,4,11/03/2012,,,,,,
12/03/2012,0.034090909,4,12/03/2012,,,,,,
13/03/2012,0.188888889,3,13/03/2012,,,,,,
14/03/2012,0.179166667,6,14/03/2012,,,,,,
15/03/2012,0.190957191,11,15/03/2012,,,,,,
16/03/2012,0.125,7,16/03/2012,,,,,,
17/03/2012,0.177083333,4,17/03/2012,,,,,,
18/03/2012,0.025,2,18/03/2012,,,,,,
19/03/2012,0.045,5,19/03/2012,,,,,,
20/03/2012,0.171666667,5,20/03/2012,,,,,,
21/03/2012,0.168333333,5,21/03/2012,,,,,,
22/03/2012,0.03,5,22/03/2012,,,,,,
23/03/2012,0.122386905,10,23/03/2012,,,,,,
24/03/2012,0.280952381,3,24/03/2012,,,,,,
25/03/2012,0.02,5,25/03/2012,,,,,,
26/03/2012,-0.005654762,6,26/03/2012,,,,,,
27/03/2012,0.3,3,27/03/2012,,,,,,
28/03/2012,0.166666667,3,28/03/2012,,,,,,
29/03/2012,0.027272727,5,29/03/2012,,,,,,
30/03/2012,0.19537037,3,30/03/2012,,,,,,
31/03/2012,0.266666667,6,31/03/2012,,,,,,
1/04/2012,0.137373737,3,1/04/2012,,,,,,
2/04/2012,0.25,3,2/04/2012,,,,,,
3/04/2012,0.073623136,10,3/04/2012,,,,,,
4/04/2012,0.368686869,6,4/04/2012,,,,,,
5/04/2012,0.07469697,15,5/04/2012,,,,,,
6/04/2012,0.084238817,10,6/04/2012,,,,,,
7/04/2012,0.272222222,3,7/04/2012,,,,,,
8/04/2012,0,1,8/04/2012,,,,,,
9/04/2012,0.175,5,9/04/2012,,,,,,
10/04/2012,0.1575,5,10/04/2012,,,,,,
11/04/2012,0.0125,6,11/04/2012,,,,,,
12/04/2012,0.283333333,3,12/04/2012,,,,,,
13/04/2012,0.425,2,13/04/2012,,,,,,
14/04/2012,0.544444444,3,14/04/2012,,,,,,
15/04/2012,-0.5,1,15/04/2012,,,,,,
16/04/2012,0.239285714,7,16/04/2012,,,,,,
17/04/2012,-0.001919192,5,17/04/2012,,,,,,
18/04/2012,0.114393939,3,18/04/2012,,,,,,
19/04/2012,0.16,5,19/04/2012,,,,,,
20/04/2012,-0.014141414,5,20/04/2012,,,,,,
21/04/2012,0,1,21/04/2012,,,,,,
22/04/2012,0.108333333,3,22/04/2012,,,,,,
23/04/2012,0.158333333,5,23/04/2012,,,,,,
24/04/2012,0.075922619,8,24/04/2012,,,,,,
25/04/2012,0.114990788,14,25/04/2012,,,,,,
26/04/2012,0.3375,2,26/04/2012,,,,,,
27/04/2012,0.15,4,27/04/2012,,,,,,
28/04/2012,0.256060606,3,28/04/2012,,,,,,
29/04/2012,0.096428571,4,29/04/2012,,,,,,
30/04/2012,0.076045145,7,30/04/2012,,,,,,
1/05/2012,0.196666667,5,1/05/2012,,,,,,
2/05/2012,0.123295455,4,2/05/2012,,,,,,
3/05/2012,0.161904762,7,3/05/2012,,,,,,
4/05/2012,0.154040404,9,4/05/2012,,,,,,
5/05/2012,0.124657922,36,5/05/2012,,,,,,
6/05/2012,0.083333333,3,6/05/2012,,,,,,
7/05/2012,0.2,4,7/05/2012,,,,,,
8/05/2012,0.048611111,9,8/05/2012,,,,,,
9/05/2012,0.1,6,9/05/2012,,,,,,
10/05/2012,0.116666667,4,10/05/2012,,,,,,
11/05/2012,0.179166667,6,11/05/2012,,,,,,
12/05/2012,0.15,3,12/05/2012,,,,,,
13/05/2012,0.190571429,5,13/05/2012,,,,,,
14/05/2012,-0.013564214,11,14/05/2012,,,,,,
15/05/2012,-0.108641975,6,15/05/2012,,,,,,
16/05/2012,0.136458333,8,16/05/2012,,,,,,
17/05/2012,0.16,5,17/05/2012,,,,,,
18/05/2012,-0.04375,4,18/05/2012,,,,,,
19/05/2012,0.316666667,3,19/05/2012,,,,,,
20/05/2012,0.156060606,2,20/05/2012,,,,,,
21/05/2012,0.105833333,10,21/05/2012,,,,,,
22/05/2012,0.092162698,6,22/05/2012,,,,,,
23/05/2012,0.37,5,23/05/2012,,,,,,
24/05/2012,-0.025035073,6,24/05/2012,,,,,,
25/05/2012,0.023197279,7,25/05/2012,,,,,,
26/05/2012,0.15,2,26/05/2012,,,,,,
27/05/2012,0.04375,2,27/05/2012,,,,,,
28/05/2012,0.45,1,28/05/2012,,,,,,
29/05/2012,0.066666667,3,29/05/2012,,,,,,
30/05/2012,0.015740741,3,30/05/2012,,,,,,
31/05/2012,0.026515152,11,31/05/2012,,,,,,
1/06/2012,0.125,2,1/06/2012,,,,,,
2/06/2012,0.164583333,3,2/06/2012,,,,,,
3/06/2012,-0.05,2,3/06/2012,,,,,,
4/06/2012,0.189583333,8,4/06/2012,,,,,,
5/06/2012,-0.000892857,10,5/06/2012,,,,,,
6/06/2012,0.230357143,8,6/06/2012,,,,,,
7/06/2012,0.102597403,11,7/06/2012,,,,,,
8/06/2012,0.196428571,6,8/06/2012,,,,,,
9/06/2012,-0.03125,4,9/06/2012,,,,,,
10/06/2012,0,4,10/06/2012,,,,,,
11/06/2012,0.28125,8,11/06/2012,,,,,,
12/06/2012,-0.027777778,6,12/06/2012,,,,,,
13/06/2012,0.248178757,11,13/06/2012,,,,,,
14/06/2012,0.072377133,17,14/06/2012,,,,,,
15/06/2012,0.172399215,16,15/06/2012,,,,,,
16/06/2012,0.2625,1,16/06/2012,,,,,,
17/06/2012,0.166666667,3,17/06/2012,,,,,,
18/06/2012,0.213888889,6,18/06/2012,,,,,,
19/06/2012,0.233333333,5,19/06/2012,,,,,,
20/06/2012,0.225,4,20/06/2012,,,,,,
21/06/2012,0.083333333,7,21/06/2012,,,,,,
22/06/2012,0.108333333,6,22/06/2012,,,,,,
23/06/2012,0.208482143,8,23/06/2012,,,,,,
24/06/2012,0.1875,4,24/06/2012,,,,,,
25/06/2012,0.063758503,7,25/06/2012,,,,,,
26/06/2012,0.0765625,8,26/06/2012,,,,,,
27/06/2012,0.1,4,27/06/2012,,,,,,
28/06/2012,0.148979592,14,28/06/2012,,,,,,
29/06/2012,0.190909091,7,29/06/2012,,,,,,
30/06/2012,0.088169643,8,30/06/2012,,,,,,
1/07/2012,0.8,1,1/07/2012,,,,,,
2/07/2012,0.223333333,5,2/07/2012,,,,,,
3/07/2012,0.082323232,11,3/07/2012,,,,,,
4/07/2012,0.416666667,2,4/07/2012,,,,,,
5/07/2012,0.118395062,9,5/07/2012,,,,,,
6/07/2012,0.145854037,23,6/07/2012,,,,,,
7/07/2012,-0.054166667,3,7/07/2012,,,,,,
8/07/2012,0,1,8/07/2012,,,,,,
9/07/2012,0.114583333,8,9/07/2012,,,,,,
10/07/2012,-0.006134259,12,10/07/2012,,,,,,
11/07/2012,0.102777778,6,11/07/2012,,,,,,
12/07/2012,-0.063541667,8,12/07/2012,,,,,,
13/07/2012,0.227777778,3,13/07/2012,,,,,,
14/07/2012,-0.011994949,6,14/07/2012,,,,,,
15/07/2012,0.194444444,2,15/07/2012,,,,,,
16/07/2012,0.165688312,15,16/07/2012,,,,,,
17/07/2012,0.262613379,7,17/07/2012,,,,,,
18/07/2012,-0.078125,8,18/07/2012,,,,,,
19/07/2012,0.061111111,13,19/07/2012,,,,,,
23/07/2012,0.146666667,10,23/07/2012,,,,,,
24/07/2012,-0.09047619,7,24/07/2012,,,,,,
25/07/2012,0.057828283,11,25/07/2012,,,,,,
26/07/2012,-0.018939394,3,26/07/2012,,,,,,
27/07/2012,0.16,5,27/07/2012,,,,,,
28/07/2012,0.069444444,6,28/07/2012,,,,,,
29/07/2012,0.086666667,5,29/07/2012,,,,,,
30/07/2012,0.5,4,30/07/2012,,,,,,
31/07/2012,0.38,5,31/07/2012,,,,,,
1/08/2012,0.135313452,12,1/08/2012,,,,,,
2/08/2012,-0.058333333,5,2/08/2012,,,,,,
3/08/2012,0.188443362,8,3/08/2012,,,,,,
4/08/2012,0.0625,8,4/08/2012,,,,,,
5/08/2012,0.005555556,3,5/08/2012,,,,,,
6/08/2012,0.239285714,7,6/08/2012,,,,,,
7/08/2012,-0.020833333,4,7/08/2012,,,,,,
8/08/2012,0.060943468,17,8/08/2012,,,,,,
9/08/2012,0.100641026,13,9/08/2012,,,,,,
10/08/2012,0.13125,5,10/08/2012,,,,,,
11/08/2012,0.146938776,14,11/08/2012,,,,,,
12/08/2012,0.253461199,9,12/08/2012,,,,,,
13/08/2012,-0.061904762,7,13/08/2012,,,,,,
14/08/2012,0.208148148,10,14/08/2012,,,,,,
15/08/2012,0.110044893,18,15/08/2012,,,,,,
16/08/2012,-0.05625,4,16/08/2012,,,,,,
17/08/2012,0.078571429,7,17/08/2012,,,,,,
18/08/2012,0.096590909,4,18/08/2012,,,,,,
19/08/2012,0,3,19/08/2012,,,,,,
20/08/2012,0.12025463,12,20/08/2012,,,,,,
21/08/2012,0.260297619,10,21/08/2012,,,,,,
22/08/2012,0.215798898,11,22/08/2012,,,,,,
23/08/2012,0.136640212,7,23/08/2012,,,,,,
24/08/2012,0.171022727,8,24/08/2012,,,,,,
25/08/2012,-0.063244048,4,25/08/2012,,,,,,
26/08/2012,0.283333333,3,26/08/2012,,,,,,
27/08/2012,0.111666667,5,27/08/2012,,,,,,
28/08/2012,0.098077877,12,28/08/2012,,,,,,
29/08/2012,0.114484127,9,29/08/2012,,,,,,
30/08/2012,0.064772727,11,30/08/2012,,,,,,
31/08/2012,0.071428571,7,31/08/2012,,,,,,
1/09/2012,0.050742591,13,1/09/2012,,,,,,
2/09/2012,0.145,2,2/09/2012,,,,,,
3/09/2012,0.148027898,11,3/09/2012,,,,,,
4/09/2012,0.199821747,17,4/09/2012,,,,,,
5/09/2012,0.122280093,16,5/09/2012,,,,,,
6/09/2012,0.143079639,36,6/09/2012,,,,,,
7/09/2012,0.066666667,6,7/09/2012,,,,,,
8/09/2012,0.05,7,8/09/2012,,,,,,
9/09/2012,0.179642857,5,9/09/2012,,,,,,
10/09/2012,0.296428571,7,10/09/2012,,,,,,
11/09/2012,-0.35,2,11/09/2012,,,,,,
12/09/2012,-0.065625,2,12/09/2012,,,,,,
13/09/2012,0.11088481,13,13/09/2012,,,,,,
14/09/2012,0.363636364,5,14/09/2012,,,,,,
15/09/2012,0.216666667,3,15/09/2012,,,,,,
16/09/2012,0.162301587,3,16/09/2012,,,,,,
17/09/2012,0.040479948,16,17/09/2012,,,,,,
18/09/2012,0.064047619,10,18/09/2012,,,,,,
19/09/2012,0.016818182,10,19/09/2012,,,,,,
20/09/2012,0.0625,8,20/09/2012,,,,,,
21/09/2012,0.075833333,13,21/09/2012,,,,,,
22/09/2012,0.029166667,4,22/09/2012,,,,,,
23/09/2012,0.666666667,2,23/09/2012,,,,,,
24/09/2012,0.024140212,7,24/09/2012,,,,,,
25/09/2012,0.057440476,8,25/09/2012,,,,,,
26/09/2012,0.140179574,18,26/09/2012,,,,,,
27/09/2012,0.078779633,14,27/09/2012,,,,,,
28/09/2012,0.087291667,16,28/09/2012,,,,,,
29/09/2012,0.23,7,29/09/2012,,,,,,
30/09/2012,0.204401154,18,30/09/2012,,,,,,
1/10/2012,0.134343434,14,1/10/2012,,,,,,
2/10/2012,0.233037518,10,2/10/2012,,,,,,
3/10/2012,0.10147774,27,3/10/2012,,,,,,
4/10/2012,0.069523683,19,4/10/2012,,,,,,
5/10/2012,0.06916131,11,5/10/2012,,,,,,
6/10/2012,0.386111111,4,6/10/2012,,,,,,
7/10/2012,0.313095238,7,7/10/2012,,,,,,
8/10/2012,-0.057208995,12,8/10/2012,,,,,,
9/10/2012,0.138105099,20,9/10/2012,,,,,,
10/10/2012,0.252752976,8,10/10/2012,,,,,,
11/10/2012,0.1243269,36,11/10/2012,,,,,,
12/10/2012,0.150198413,6,12/10/2012,,,,,,
13/10/2012,0.175,3,13/10/2012,,,,,,
14/10/2012,0,6,14/10/2012,,,,,,
15/10/2012,0.09465035,13,15/10/2012,,,,,,
16/10/2012,0.11677646,46,16/10/2012,,,,,,
17/10/2012,0.135090909,25,17/10/2012,,,,,,
18/10/2012,0.133123249,17,18/10/2012,,,,,,
19/10/2012,0.189928193,21,19/10/2012,,,,,,
20/10/2012,0,1,20/10/2012,,,,,,
21/10/2012,0.146875,4,21/10/2012,,,,,,
22/10/2012,0.082723214,40,22/10/2012,,,,,,
23/10/2012,0.078882973,25,23/10/2012,,,,,,
24/10/2012,0.138277464,38,24/10/2012,,,,,,
25/10/2012,0.12349924,47,25/10/2012,,,,,,
26/10/2012,0.2,6,26/10/2012,,,,,,
27/10/2012,0.155429293,9,27/10/2012,,,,,,
28/10/2012,0.283766234,7,28/10/2012,,,,,,
29/10/2012,0.095864899,8,29/10/2012,,,,,,
30/10/2012,-0.017857143,4,30/10/2012,,,,,,
31/10/2012,0.153333333,5,31/10/2012,,,,,,
1/11/2012,0.070680014,32,1/11/2012,,,,,,
2/11/2012,0.10366342,20,2/11/2012,,,,,,
3/11/2012,0.005083732,19,3/11/2012,,,,,,
4/11/2012,0.08478217,34,4/11/2012,,,,,,
5/11/2012,0.056908517,49,5/11/2012,,,,,,
6/11/2012,0.057174809,35,6/11/2012,,,,,,
7/11/2012,0.25,2,7/11/2012,,,,,,
8/11/2012,0,2,8/11/2012,,,,,,
9/11/2012,0,1,9/11/2012,,,,,,
11/11/2012,0,1,11/11/2012,,,,,,
14/11/2012,0.046875,4,14/11/2012,,,,,,
15/11/2012,0.2,3,15/11/2012,,,,,,
17/11/2012,0,1,17/11/2012,,,,,,
18/11/2012,0.102083333,1,18/11/2012,,,,,,
20/11/2012,0.8,1,20/11/2012,,,,,,
21/11/2012,0.172222222,3,21/11/2012,,,,,,
22/11/2012,0.8,2,22/11/2012,,,,,,
24/11/2012,0,1,24/11/2012,,,,,,
26/11/2012,-0.25,1,26/11/2012,,,,,,
27/11/2012,0.25,1,27/11/2012,,,,,,
28/11/2012,0.072738095,5,28/11/2012,,,,,,
29/11/2012,-0.239583333,1,29/11/2012,,,,,,
30/11/2012,-0.043055556,7,30/11/2012,,,,,,
1/12/2012,0.4,2,1/12/2012,,,,,,
2/12/2012,-0.239583333,1,2/12/2012,,,,,,
3/12/2012,0.295238095,3,3/12/2012,,,,,,
4/12/2012,0.166666667,3,4/12/2012,,,,,,
5/12/2012,0,2,5/12/2012,,,,,,
6/12/2012,0.375,1,6/12/2012,,,,,,
7/12/2012,0.308333333,2,7/12/2012,,,,,,
8/12/2012,0.08,2,8/12/2012,,,,,,
10/12/2012,0.27861678,14,10/12/2012,,,,,,
11/12/2012,0.05,2,11/12/2012,,,,,,
12/12/2012,0.5,1,12/12/2012,,,,,,
13/12/2012,0.25,2,13/12/2012,,,,,,
17/12/2012,0.175,1,17/12/2012,,,,,,
18/12/2012,0.25,1,18/12/2012,,,,,,
19/12/2012,0.066666667,6,19/12/2012,,,,,,
20/12/2012,0.166666667,2,20/12/2012,,,,,,
21/12/2012,0.037272727,5,21/12/2012,,,,,,
22/12/2012,0.155555556,3,22/12/2012,,,,,,
23/12/2012,0.525,2,23/12/2012,,,,,,
25/12/2012,0.8,1,25/12/2012,,,,,,
26/12/2012,0.5,2,26/12/2012,,,,,,
27/12/2012,0.5,1,27/12/2012,,,,,,
28/12/2012,0.026984127,9,28/12/2012,,,,,,
29/12/2012,0.142857143,2,29/12/2012,,,,,,
30/12/2012,0.25,1,30/12/2012,,,,,,
31/12/2012,0.269805195,2,31/12/2012,,,,,,
1/01/2013,0,5,1/01/2013,,,,,,
4/01/2013,0,2,4/01/2013,,,,,,
5/01/2013,0.0625,2,5/01/2013,,,,,,
6/01/2013,0.5,1,6/01/2013,,,,,,
7/01/2013,0,1,7/01/2013,,,,,,
8/01/2013,0.85,1,8/01/2013,,,,,,
12/01/2013,0,2,12/01/2013,,,,,,
13/01/2013,0,1,13/01/2013,,,,,,
16/01/2013,0.087094572,13,16/01/2013,,,,,,
17/01/2013,0.433333333,3,17/01/2013,,,,,,
18/01/2013,0,1,18/01/2013,,,,,,
19/01/2013,0.1875,2,19/01/2013,,,,,,
20/01/2013,0,2,20/01/2013,,,,,,
21/01/2013,0.126268424,28,21/01/2013,,,,,,
22/01/2013,0.375,2,22/01/2013,,,,,,
24/01/2013,0,1,24/01/2013,,,,,,
25/01/2013,0,1,25/01/2013,,,,,,
27/01/2013,0,1,27/01/2013,,,,,,
29/01/2013,0.1,5,29/01/2013,,,,,,
30/01/2013,0.05,2,30/01/2013,,,,,,
31/01/2013,0.03125,1,31/01/2013,,,,,,
1/02/2013,0.025,2,1/02/2013,,,,,,
2/02/2013,0.285714286,1,2/02/2013,,,,,,
3/02/2013,-0.4,1,3/02/2013,,,,,,
4/02/2013,0.238888889,6,4/02/2013,,,,,,
5/02/2013,0.16,1,5/02/2013,,,,,,
6/02/2013,0.25,1,6/02/2013,,,,,,
7/02/2013,0.045454545,3,7/02/2013,,,,,,
8/02/2013,0.025,2,8/02/2013,,,,,,
11/02/2013,0,3,11/02/2013,,,,,,
12/02/2013,0.12266543,28,12/02/2013,,,,,,
13/02/2013,0.057272727,5,13/02/2013,,,,,,
14/02/2013,0.397272727,5,14/02/2013,,,,,,
15/02/2013,0.056186869,11,15/02/2013,,,,,,
17/02/2013,0,1,17/02/2013,,,,,,
18/02/2013,0.8,1,18/02/2013,,,,,,
19/02/2013,-0.06712963,3,19/02/2013,,,,,,
20/02/2013,0.06,5,20/02/2013,,,,,,
21/02/2013,0.116145833,4,21/02/2013,,,,,,
22/02/2013,0.12,5,22/02/2013,,,,,,
24/02/2013,0.8,1,24/02/2013,,,,,,
25/02/2013,0.28,5,25/02/2013,,,,,,
26/02/2013,0.15,4,26/02/2013,,,,,,
27/02/2013,-0.023809524,3,27/02/2013,,,,,,
28/02/2013,0.020252525,3,28/02/2013,,,,,,
1/03/2013,0.020170455,4,1/03/2013,,,,,,
2/03/2013,-0.107142857,1,2/03/2013,,,,,,
3/03/2013,-0.1,2,3/03/2013,,,,,,
4/03/2013,0,5,4/03/2013,,,,,,
5/03/2013,0,3,5/03/2013,,,,,,
6/03/2013,0.27,5,6/03/2013,,,,,,
7/03/2013,0.247099567,3,7/03/2013,,,,,,
8/03/2013,0.238888889,3,8/03/2013,,,,,,
9/03/2013,0.15,1,9/03/2013,,,,,,
10/03/2013,0.2,2,10/03/2013,,,,,,
11/03/2013,0.033333333,9,11/03/2013,,,,,,
12/03/2013,0,3,12/03/2013,,,,,,
13/03/2013,0,1,13/03/2013,,,,,,
14/03/2013,0.1375,4,14/03/2013,,,,,,
15/03/2013,-0.029861111,4,15/03/2013,,,,,,
16/03/2013,0,1,16/03/2013,,,,,,
17/03/2013,0.8,1,17/03/2013,,,,,,
18/03/2013,0.071428571,2,18/03/2013,,,,,,
19/03/2013,0.142857143,7,19/03/2013,,,,,,
20/03/2013,0.066666667,3,20/03/2013,,,,,,
21/03/2013,0.12345679,3,21/03/2013,,,,,,
22/03/2013,0.115530303,4,22/03/2013,,,,,,
23/03/2013,-0.057142857,2,23/03/2013,,,,,,
25/03/2013,0.022222222,6,25/03/2013,,,,,,
26/03/2013,-0.005952381,4,26/03/2013,,,,,,
27/03/2013,0,2,27/03/2013,,,,,,
28/03/2013,0.141125541,11,28/03/2013,,,,,,
29/03/2013,0.083333333,2,29/03/2013,,,,,,
30/03/2013,0.011111111,1,30/03/2013,,,,,,
31/03/2013,0.25,2,31/03/2013,,,,,,
1/04/2013,0.114285714,4,1/04/2013,,,,,,
2/04/2013,0,3,2/04/2013,,,,,,
3/04/2013,0.136363636,11,3/04/2013,,,,,,
4/04/2013,0,4,4/04/2013,,,,,,
5/04/2013,0.4,2,5/04/2013,,,,,,
8/04/2013,0.171428571,7,8/04/2013,,,,,,
9/04/2013,0,2,9/04/2013,,,,,,
10/04/2013,0,1,10/04/2013,,,,,,
11/04/2013,0,2,11/04/2013,,,,,,
12/04/2013,-0.025,1,12/04/2013,,,,,,
14/04/2013,0,1,14/04/2013,,,,,,
15/04/2013,0,3,15/04/2013,,,,,,
16/04/2013,0.166666667,3,16/04/2013,,,,,,
17/04/2013,0.064047619,5,17/04/2013,,,,,,
18/04/2013,0.35,2,18/04/2013,,,,,,
20/04/2013,0.45,1,20/04/2013,,,,,,
22/04/2013,-0.15,2,22/04/2013,,,,,,
23/04/2013,0,1,23/04/2013,,,,,,
25/04/2013,0.5,1,25/04/2013,,,,,,
26/04/2013,0,1,26/04/2013,,,,,,
27/04/2013,0,1,27/04/2013,,,,,,
28/04/2013,0.175,1,28/04/2013,,,,,,
30/04/2013,0.8,1,30/04/2013,,,,,,
1/05/2013,0,1,1/05/2013,,,,,,
2/05/2013,0.1,1,2/05/2013,,,,,,
3/05/2013,0.5,2,3/05/2013,,,,,,
4/05/2013,0.25,2,4/05/2013,,,,,,
6/05/2013,0,2,6/05/2013,,,,,,
7/05/2013,0,1,7/05/2013,,,,,,
8/05/2013,0,1,8/05/2013,,,,,,
9/05/2013,0,1,9/05/2013,,,,,,
10/05/2013,0.5,2,10/05/2013,,,,,,
12/05/2013,0.65,1,12/05/2013,,,,,,
13/05/2013,0.5,1,13/05/2013,,,,,,
14/05/2013,0.2,1,14/05/2013,,,,,,
16/05/2013,0.4,2,16/05/2013,,,,,,
17/05/2013,0.2,3,17/05/2013,,,,,,
20/05/2013,0,1,20/05/2013,,,,,,
21/05/2013,0.083333333,3,21/05/2013,,,,,,
22/05/2013,0.042857143,5,22/05/2013,,,,,,
23/05/2013,0,1,23/05/2013,,,,,,
24/05/2013,0,1,24/05/2013,,,,,,
25/05/2013,0.1,2,25/05/2013,,,,,,
26/05/2013,0.5,1,26/05/2013,,,,,,
27/05/2013,0,1,27/05/2013,,,,,,
28/05/2013,0,1,28/05/2013,,,,,,
29/05/2013,0,1,29/05/2013,,,,,,
30/05/2013,0.2,1,30/05/2013,,,,,,
31/05/2013,0.155,5,31/05/2013,,,,,,
1/06/2013,0.225,2,1/06/2013,,,,,,
3/06/2013,-0.05,3,3/06/2013,,,,,,
4/06/2013,0,1,4/06/2013,,,,,,
5/06/2013,0.077083333,4,5/06/2013,,,,,,
6/06/2013,0.432440476,3,6/06/2013,,,,,,
7/06/2013,0.253427128,6,7/06/2013,,,,,,
8/06/2013,0.017857143,2,8/06/2013,,,,,,
10/06/2013,0.137202381,7,10/06/2013,,,,,,
11/06/2013,0.325,6,11/06/2013,,,,,,
12/06/2013,0.3,1,12/06/2013,,,,,,
13/06/2013,0.125,5,13/06/2013,,,,,,
14/06/2013,0.325,4,14/06/2013,,,,,,
15/06/2013,0.022222222,3,15/06/2013,,,,,,
16/06/2013,0.8,1,16/06/2013,,,,,,
17/06/2013,0,2,17/06/2013,,,,,,
18/06/2013,0.25625,4,18/06/2013,,,,,,
19/06/2013,0.130952381,3,19/06/2013,,,,,,
20/06/2013,0.066666667,3,20/06/2013,,,,,,
21/06/2013,0.326262626,3,21/06/2013,,,,,,
22/06/2013,0,1,22/06/2013,,,,,,
23/06/2013,0.390625,2,23/06/2013,,,,,,
24/06/2013,0.1925,5,24/06/2013,,,,,,
25/06/2013,0.022533716,13,25/06/2013,,,,,,
26/06/2013,0.325,5,26/06/2013,,,,,,
27/06/2013,0,4,27/06/2013,,,,,,
28/06/2013,0.15,3,28/06/2013,,,,,,
29/06/2013,0.125,2,29/06/2013,,,,,,
1/07/2013,0.05,2,1/07/2013,,,,,,
2/07/2013,0,1,2/07/2013,,,,,,
3/07/2013,0,2,3/07/2013,,,,,,
4/07/2013,0.133333333,3,4/07/2013,,,,,,
5/07/2013,0.8,1,5/07/2013,,,,,,
6/07/2013,-0.35625,2,6/07/2013,,,,,,
8/07/2013,0.141666667,4,8/07/2013,,,,,,
10/07/2013,0.014814815,3,10/07/2013,,,,,,
11/07/2013,0.106666667,5,11/07/2013,,,,,,
12/07/2013,-0.0875,3,12/07/2013,,,,,,
13/07/2013,0,3,13/07/2013,,,,,,
15/07/2013,0.124410774,3,15/07/2013,,,,,,
16/07/2013,0.06,5,16/07/2013,,,,,,
17/07/2013,0.257575758,4,17/07/2013,,,,,,
18/07/2013,0.119428571,5,18/07/2013,,,,,,
19/07/2013,0.158333333,3,19/07/2013,,,,,,
20/07/2013,0.365740741,3,20/07/2013,,,,,,
21/07/2013,0.5,1,21/07/2013,,,,,,
22/07/2013,0.081462585,7,22/07/2013,,,,,,
23/07/2013,0.126190476,3,23/07/2013,,,,,,
24/07/2013,0.022332451,21,24/07/2013,,,,,,
25/07/2013,0.152840909,4,25/07/2013,,,,,,
26/07/2013,0.028703704,4,26/07/2013,,,,,,
27/07/2013,0.222727273,2,27/07/2013,,,,,,
28/07/2013,0.5,1,28/07/2013,,,,,,
29/07/2013,0.25,2,29/07/2013,,,,,,
30/07/2013,0.063830267,8,30/07/2013,,,,,,
31/07/2013,0.109375,4,31/07/2013,,,,,,
1/08/2013,0.066666667,3,1/08/2013,,,,,,
2/08/2013,-0.133333333,2,2/08/2013,,,,,,
3/08/2013,0.5,4,3/08/2013,,,,,,
4/08/2013,0.211111111,4,4/08/2013,,,,,,
5/08/2013,0.1,2,5/08/2013,,,,,,
6/08/2013,0.231780303,10,6/08/2013,,,,,,
7/08/2013,-0.045,5,7/08/2013,,,,,,
8/08/2013,0.234090909,4,8/08/2013,,,,,,
9/08/2013,0.054444444,5,9/08/2013,,,,,,
10/08/2013,0.1,1,10/08/2013,,,,,,
11/08/2013,0.142857143,2,11/08/2013,,,,,,
12/08/2013,0.033333333,6,12/08/2013,,,,,,
13/08/2013,0.368181818,2,13/08/2013,,,,,,
14/08/2013,0.142708333,5,14/08/2013,,,,,,
15/08/2013,-0.03125,4,15/08/2013,,,,,,
16/08/2013,-0.045833333,2,16/08/2013,,,,,,
17/08/2013,0.1,3,17/08/2013,,,,,,
19/08/2013,0.766666667,3,19/08/2013,,,,,,
